description,LSOA ID,LSOA name,geometry
"<div class=""googft-info-window"" style=""font-family:sans-serif"">
<b>LSOA_CODE:</b> E01025293<br>
<b>LSOA_NAME:</b> Preston 015C<br>
<b>geometry:</b> -2.693654,53.76947,0.0 -2.693555,53.768402,0.0 -2.691344,53.76846,0.0 -2.691365,53.768377,0.0 -2.691491,53.767888,0.0 -2.695627,53.767322,0.0 -2.696119,53.767206,0.0 -2.695878,53.766319,0.0 -2.691736,53.766911,0.0 -2.69174,53.766642,0.0 -2.691678,53.766273,0.0 -2.691609,53.765952,0.0 -2.691561,53.76578,0.0 -2.691341,53.765187,0.0 -2.690362,53.762922,0.0 -2.689796,53.762033,0.0 -2.690695,53.76127,0.0 -2.692271,53.761603,0.0 -2.694976,53.762263,0.0 -2.696162,53.762669,0.0 -2.697621,53.762667,0.0 -2.699103,53.764453,0.0 -2.700237,53.765319,0.0 -2.698779,53.765622,0.0 -2.699346,53.767784,0.0 -2.699412,53.768099,0.0 -2.698453,53.76818,0.0 -2.697493,53.768369,0.0 -2.696636,53.768969,0.0 -2.696738,53.769353,0.0 -2.695762,53.769423,0.0 -2.693654,53.76947,0.0
</div>",E01025293,Preston 015C,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-2.693654,53.76947,0.0 -2.693555,53.768402,0.0 -2.691344,53.76846,0.0 -2.691365,53.768377,0.0 -2.691491,53.767888,0.0 -2.695627,53.767322,0.0 -2.696119,53.767206,0.0 -2.695878,53.766319,0.0 -2.691736,53.766911,0.0 -2.69174,53.766642,0.0 -2.691678,53.766273,0.0 -2.691609,53.765952,0.0 -2.691561,53.76578,0.0 -2.691341,53.765187,0.0 -2.690362,53.762922,0.0 -2.689796,53.762033,0.0 -2.690695,53.76127,0.0 -2.692271,53.761603,0.0 -2.694976,53.762263,0.0 -2.696162,53.762669,0.0 -2.697621,53.762667,0.0 -2.699103,53.764453,0.0 -2.700237,53.765319,0.0 -2.698779,53.765622,0.0 -2.699346,53.767784,0.0 -2.699412,53.768099,0.0 -2.698453,53.76818,0.0 -2.697493,53.768369,0.0 -2.696636,53.768969,0.0 -2.696738,53.769353,0.0 -2.695762,53.769423,0.0 -2.693654,53.76947,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
"<div class=""googft-info-window"" style=""font-family:sans-serif"">
<b>LSOA_CODE:</b> E01025294<br>
<b>LSOA_NAME:</b> Preston 011D<br>
<b>geometry:</b> -2.69079,53.770571,0.0 -2.690912,53.770108,0.0 -2.691344,53.76846,0.0 -2.693555,53.768402,0.0 -2.693654,53.76947,0.0 -2.695762,53.769423,0.0 -2.696738,53.769353,0.0 -2.69785,53.769332,0.0 -2.698904,53.76928,0.0 -2.699316,53.770128,0.0 -2.699709,53.769216,0.0 -2.700075,53.770698,0.0 -2.700135,53.771463,0.0 -2.693623,53.771332,0.0 -2.690605,53.771273,0.0 -2.69079,53.770571,0.0
</div>",E01025294,Preston 011D,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-2.69079,53.770571,0.0 -2.690912,53.770108,0.0 -2.691344,53.76846,0.0 -2.693555,53.768402,0.0 -2.693654,53.76947,0.0 -2.695762,53.769423,0.0 -2.696738,53.769353,0.0 -2.69785,53.769332,0.0 -2.698904,53.76928,0.0 -2.699316,53.770128,0.0 -2.699709,53.769216,0.0 -2.700075,53.770698,0.0 -2.700135,53.771463,0.0 -2.693623,53.771332,0.0 -2.690605,53.771273,0.0 -2.69079,53.770571,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
"<div class=""googft-info-window"" style=""font-family:sans-serif"">
<b>LSOA_CODE:</b> E01025295<br>
<b>LSOA_NAME:</b> Preston 014A<br>
<b>geometry:</b> -2.682795,53.768805,0.0 -2.680554,53.768268,0.0 -2.681005,53.768087,0.0 -2.681162,53.76839,0.0 -2.681707,53.768308,0.0 -2.682325,53.767865,0.0 -2.682572,53.767757,0.0 -2.680962,53.766399,0.0 -2.682073,53.766005,0.0 -2.682046,53.765664,0.0 -2.68334,53.764929,0.0 -2.684512,53.765837,0.0 -2.686871,53.764747,0.0 -2.686373,53.764176,0.0 -2.685873,53.763972,0.0 -2.685133,53.764208,0.0 -2.68464,53.763708,0.0 -2.684986,53.763611,0.0 -2.683803,53.763472,0.0 -2.682235,53.763602,0.0 -2.680397,53.762915,0.0 -2.679399,53.763029,0.0 -2.67853,53.763372,0.0 -2.679173,53.763379,0.0 -2.679507,53.7638,0.0 -2.679181,53.763899,0.0 -2.677567,53.763162,0.0 -2.676697,53.763159,0.0 -2.679009,53.762537,0.0 -2.679816,53.762295,0.0 -2.683345,53.761318,0.0 -2.684114,53.761118,0.0 -2.685058,53.760868,0.0 -2.68723,53.760316,0.0 -2.688036,53.760614,0.0 -2.688409,53.760737,0.0 -2.690695,53.76127,0.0 -2.689796,53.762033,0.0 -2.690362,53.762922,0.0 -2.691341,53.765187,0.0 -2.691561,53.76578,0.0 -2.691609,53.765952,0.0 -2.691678,53.766273,0.0 -2.69174,53.766642,0.0 -2.691736,53.766911,0.0 -2.68656,53.76761,0.0 -2.683201,53.768604,0.0 -2.682795,53.768805,0.0
</div>",E01025295,Preston 014A,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-2.682795,53.768805,0.0 -2.680554,53.768268,0.0 -2.681005,53.768087,0.0 -2.681162,53.76839,0.0 -2.681707,53.768308,0.0 -2.682325,53.767865,0.0 -2.682572,53.767757,0.0 -2.680962,53.766399,0.0 -2.682073,53.766005,0.0 -2.682046,53.765664,0.0 -2.68334,53.764929,0.0 -2.684512,53.765837,0.0 -2.686871,53.764747,0.0 -2.686373,53.764176,0.0 -2.685873,53.763972,0.0 -2.685133,53.764208,0.0 -2.68464,53.763708,0.0 -2.684986,53.763611,0.0 -2.683803,53.763472,0.0 -2.682235,53.763602,0.0 -2.680397,53.762915,0.0 -2.679399,53.763029,0.0 -2.67853,53.763372,0.0 -2.679173,53.763379,0.0 -2.679507,53.7638,0.0 -2.679181,53.763899,0.0 -2.677567,53.763162,0.0 -2.676697,53.763159,0.0 -2.679009,53.762537,0.0 -2.679816,53.762295,0.0 -2.683345,53.761318,0.0 -2.684114,53.761118,0.0 -2.685058,53.760868,0.0 -2.68723,53.760316,0.0 -2.688036,53.760614,0.0 -2.688409,53.760737,0.0 -2.690695,53.76127,0.0 -2.689796,53.762033,0.0 -2.690362,53.762922,0.0 -2.691341,53.765187,0.0 -2.691561,53.76578,0.0 -2.691609,53.765952,0.0 -2.691678,53.766273,0.0 -2.69174,53.766642,0.0 -2.691736,53.766911,0.0 -2.68656,53.76761,0.0 -2.683201,53.768604,0.0 -2.682795,53.768805,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
"<div class=""googft-info-window"" style=""font-family:sans-serif"">
<b>LSOA_CODE:</b> E01025296<br>
<b>LSOA_NAME:</b> Preston 014B<br>
<b>geometry:</b> -2.670701,53.769964,0.0 -2.668289,53.768663,0.0 -2.663247,53.765707,0.0 -2.667703,53.765597,0.0 -2.669113,53.765454,0.0 -2.669032,53.765773,0.0 -2.671012,53.76528,0.0 -2.671906,53.766626,0.0 -2.672545,53.766458,0.0 -2.672572,53.766059,0.0 -2.673274,53.766369,0.0 -2.673887,53.766157,0.0 -2.675136,53.767025,0.0 -2.675305,53.767208,0.0 -2.675567,53.767951,0.0 -2.674554,53.768754,0.0 -2.676325,53.768312,0.0 -2.676479,53.768482,0.0 -2.675001,53.769039,0.0 -2.675219,53.76929,0.0 -2.676074,53.769168,0.0 -2.678316,53.771023,0.0 -2.676583,53.771872,0.0 -2.671547,53.770411,0.0 -2.670701,53.769964,0.0
</div>",E01025296,Preston 014B,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-2.670701,53.769964,0.0 -2.668289,53.768663,0.0 -2.663247,53.765707,0.0 -2.667703,53.765597,0.0 -2.669113,53.765454,0.0 -2.669032,53.765773,0.0 -2.671012,53.76528,0.0 -2.671906,53.766626,0.0 -2.672545,53.766458,0.0 -2.672572,53.766059,0.0 -2.673274,53.766369,0.0 -2.673887,53.766157,0.0 -2.675136,53.767025,0.0 -2.675305,53.767208,0.0 -2.675567,53.767951,0.0 -2.674554,53.768754,0.0 -2.676325,53.768312,0.0 -2.676479,53.768482,0.0 -2.675001,53.769039,0.0 -2.675219,53.76929,0.0 -2.676074,53.769168,0.0 -2.678316,53.771023,0.0 -2.676583,53.771872,0.0 -2.671547,53.770411,0.0 -2.670701,53.769964,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
"<div class=""googft-info-window"" style=""font-family:sans-serif"">
<b>LSOA_CODE:</b> E01025297<br>
<b>LSOA_NAME:</b> Preston 014C<br>
<b>geometry:</b> -2.678238,53.765665,0.0 -2.67796,53.765473,0.0 -2.675559,53.766237,0.0 -2.675268,53.765575,0.0 -2.67441,53.765679,0.0 -2.673917,53.765703,0.0 -2.673887,53.766157,0.0 -2.673274,53.766369,0.0 -2.672572,53.766059,0.0 -2.672545,53.766458,0.0 -2.671906,53.766626,0.0 -2.671012,53.76528,0.0 -2.669032,53.765773,0.0 -2.669113,53.765454,0.0 -2.672678,53.764357,0.0 -2.674648,53.76369,0.0 -2.675459,53.763477,0.0 -2.676175,53.763291,0.0 -2.676397,53.763234,0.0 -2.676697,53.763159,0.0 -2.677567,53.763162,0.0 -2.679181,53.763899,0.0 -2.679507,53.7638,0.0 -2.679173,53.763379,0.0 -2.67853,53.763372,0.0 -2.679399,53.763029,0.0 -2.680397,53.762915,0.0 -2.682235,53.763602,0.0 -2.683803,53.763472,0.0 -2.684986,53.763611,0.0 -2.68464,53.763708,0.0 -2.685133,53.764208,0.0 -2.685873,53.763972,0.0 -2.686373,53.764176,0.0 -2.686871,53.764747,0.0 -2.684512,53.765837,0.0 -2.68334,53.764929,0.0 -2.682046,53.765664,0.0 -2.682073,53.766005,0.0 -2.680962,53.766399,0.0 -2.680151,53.76661,0.0 -2.678736,53.766482,0.0 -2.678238,53.765665,0.0
</div>",E01025297,Preston 014C,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-2.678238,53.765665,0.0 -2.67796,53.765473,0.0 -2.675559,53.766237,0.0 -2.675268,53.765575,0.0 -2.67441,53.765679,0.0 -2.673917,53.765703,0.0 -2.673887,53.766157,0.0 -2.673274,53.766369,0.0 -2.672572,53.766059,0.0 -2.672545,53.766458,0.0 -2.671906,53.766626,0.0 -2.671012,53.76528,0.0 -2.669032,53.765773,0.0 -2.669113,53.765454,0.0 -2.672678,53.764357,0.0 -2.674648,53.76369,0.0 -2.675459,53.763477,0.0 -2.676175,53.763291,0.0 -2.676397,53.763234,0.0 -2.676697,53.763159,0.0 -2.677567,53.763162,0.0 -2.679181,53.763899,0.0 -2.679507,53.7638,0.0 -2.679173,53.763379,0.0 -2.67853,53.763372,0.0 -2.679399,53.763029,0.0 -2.680397,53.762915,0.0 -2.682235,53.763602,0.0 -2.683803,53.763472,0.0 -2.684986,53.763611,0.0 -2.68464,53.763708,0.0 -2.685133,53.764208,0.0 -2.685873,53.763972,0.0 -2.686373,53.764176,0.0 -2.686871,53.764747,0.0 -2.684512,53.765837,0.0 -2.68334,53.764929,0.0 -2.682046,53.765664,0.0 -2.682073,53.766005,0.0 -2.680962,53.766399,0.0 -2.680151,53.76661,0.0 -2.678736,53.766482,0.0 -2.678238,53.765665,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
"<div class=""googft-info-window"" style=""font-family:sans-serif"">
<b>LSOA_CODE:</b> E01025298<br>
<b>LSOA_NAME:</b> Preston 014D<br>
<b>geometry:</b> -2.678316,53.771023,0.0 -2.676074,53.769168,0.0 -2.675219,53.76929,0.0 -2.675001,53.769039,0.0 -2.676479,53.768482,0.0 -2.676325,53.768312,0.0 -2.674554,53.768754,0.0 -2.675567,53.767951,0.0 -2.675305,53.767208,0.0 -2.675136,53.767025,0.0 -2.673887,53.766157,0.0 -2.673917,53.765703,0.0 -2.67441,53.765679,0.0 -2.675268,53.765575,0.0 -2.675559,53.766237,0.0 -2.67796,53.765473,0.0 -2.678238,53.765665,0.0 -2.678736,53.766482,0.0 -2.680151,53.76661,0.0 -2.680962,53.766399,0.0 -2.682572,53.767757,0.0 -2.682325,53.767865,0.0 -2.681707,53.768308,0.0 -2.681162,53.76839,0.0 -2.681005,53.768087,0.0 -2.680554,53.768268,0.0 -2.682795,53.768805,0.0 -2.678316,53.771023,0.0
</div>",E01025298,Preston 014D,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-2.678316,53.771023,0.0 -2.676074,53.769168,0.0 -2.675219,53.76929,0.0 -2.675001,53.769039,0.0 -2.676479,53.768482,0.0 -2.676325,53.768312,0.0 -2.674554,53.768754,0.0 -2.675567,53.767951,0.0 -2.675305,53.767208,0.0 -2.675136,53.767025,0.0 -2.673887,53.766157,0.0 -2.673917,53.765703,0.0 -2.67441,53.765679,0.0 -2.675268,53.765575,0.0 -2.675559,53.766237,0.0 -2.67796,53.765473,0.0 -2.678238,53.765665,0.0 -2.678736,53.766482,0.0 -2.680151,53.76661,0.0 -2.680962,53.766399,0.0 -2.682572,53.767757,0.0 -2.682325,53.767865,0.0 -2.681707,53.768308,0.0 -2.681162,53.76839,0.0 -2.681005,53.768087,0.0 -2.680554,53.768268,0.0 -2.682795,53.768805,0.0 -2.678316,53.771023,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
"<div class=""googft-info-window"" style=""font-family:sans-serif"">
<b>LSOA_CODE:</b> E01025299<br>
<b>LSOA_NAME:</b> Preston 003D<br>
<b>geometry:</b> -2.710611,53.795558,0.0 -2.710644,53.795119,0.0 -2.709416,53.795143,0.0 -2.707946,53.795441,0.0 -2.708097,53.795691,0.0 -2.70766,53.795776,0.0 -2.70546,53.794968,0.0 -2.705202,53.795151,0.0 -2.705068,53.794695,0.0 -2.70703,53.793963,0.0 -2.706362,53.793076,0.0 -2.705643,53.79334,0.0 -2.705902,53.793938,0.0 -2.704285,53.793957,0.0 -2.704495,53.793563,0.0 -2.704019,53.793585,0.0 -2.704213,53.79303,0.0 -2.703711,53.793044,0.0 -2.703617,53.792574,0.0 -2.704877,53.792365,0.0 -2.70584,53.792744,0.0 -2.706454,53.792148,0.0 -2.707718,53.792327,0.0 -2.707671,53.792022,0.0 -2.708113,53.791983,0.0 -2.708206,53.792299,0.0 -2.709196,53.792157,0.0 -2.709199,53.790946,0.0 -2.708654,53.788978,0.0 -2.707816,53.788217,0.0 -2.708291,53.78855,0.0 -2.71133,53.788216,0.0 -2.711879,53.787714,0.0 -2.712503,53.787555,0.0 -2.713287,53.790443,0.0 -2.713551,53.791383,0.0 -2.713988,53.793187,0.0 -2.713454,53.79323,0.0 -2.713556,53.793705,0.0 -2.711191,53.793969,0.0 -2.712273,53.794347,0.0 -2.712218,53.795331,0.0 -2.71133,53.796187,0.0 -2.710845,53.796234,0.0 -2.710611,53.795558,0.0
</div>",E01025299,Preston 003D,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-2.710611,53.795558,0.0 -2.710644,53.795119,0.0 -2.709416,53.795143,0.0 -2.707946,53.795441,0.0 -2.708097,53.795691,0.0 -2.70766,53.795776,0.0 -2.70546,53.794968,0.0 -2.705202,53.795151,0.0 -2.705068,53.794695,0.0 -2.70703,53.793963,0.0 -2.706362,53.793076,0.0 -2.705643,53.79334,0.0 -2.705902,53.793938,0.0 -2.704285,53.793957,0.0 -2.704495,53.793563,0.0 -2.704019,53.793585,0.0 -2.704213,53.79303,0.0 -2.703711,53.793044,0.0 -2.703617,53.792574,0.0 -2.704877,53.792365,0.0 -2.70584,53.792744,0.0 -2.706454,53.792148,0.0 -2.707718,53.792327,0.0 -2.707671,53.792022,0.0 -2.708113,53.791983,0.0 -2.708206,53.792299,0.0 -2.709196,53.792157,0.0 -2.709199,53.790946,0.0 -2.708654,53.788978,0.0 -2.707816,53.788217,0.0 -2.708291,53.78855,0.0 -2.71133,53.788216,0.0 -2.711879,53.787714,0.0 -2.712503,53.787555,0.0 -2.713287,53.790443,0.0 -2.713551,53.791383,0.0 -2.713988,53.793187,0.0 -2.713454,53.79323,0.0 -2.713556,53.793705,0.0 -2.711191,53.793969,0.0 -2.712273,53.794347,0.0 -2.712218,53.795331,0.0 -2.71133,53.796187,0.0 -2.710845,53.796234,0.0 -2.710611,53.795558,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
"<div class=""googft-info-window"" style=""font-family:sans-serif"">
<b>LSOA_CODE:</b> E01025300<br>
<b>LSOA_NAME:</b> Preston 004D<br>
<b>geometry:</b> -2.694738,53.794688,0.0 -2.694169,53.79413,0.0 -2.693367,53.79422,0.0 -2.686907,53.789508,0.0 -2.686197,53.789321,0.0 -2.686076,53.789116,0.0 -2.685839,53.788603,0.0 -2.686468,53.788476,0.0 -2.68712,53.787715,0.0 -2.68929,53.787835,0.0 -2.689793,53.786914,0.0 -2.691491,53.786195,0.0 -2.692917,53.786355,0.0 -2.695504,53.784842,0.0 -2.696402,53.783814,0.0 -2.697031,53.783673,0.0 -2.696877,53.784948,0.0 -2.698434,53.786907,0.0 -2.701084,53.789148,0.0 -2.703007,53.788738,0.0 -2.7051,53.788377,0.0 -2.706838,53.787984,0.0 -2.707367,53.787815,0.0 -2.707816,53.788217,0.0 -2.708654,53.788978,0.0 -2.709199,53.790946,0.0 -2.709196,53.792157,0.0 -2.708206,53.792299,0.0 -2.708113,53.791983,0.0 -2.707671,53.792022,0.0 -2.707718,53.792327,0.0 -2.706454,53.792148,0.0 -2.70584,53.792744,0.0 -2.704877,53.792365,0.0 -2.703617,53.792574,0.0 -2.703037,53.792785,0.0 -2.703157,53.793197,0.0 -2.702411,53.793441,0.0 -2.700826,53.793764,0.0 -2.700509,53.793561,0.0 -2.701229,53.793096,0.0 -2.700445,53.792238,0.0 -2.701498,53.791454,0.0 -2.701177,53.790943,0.0 -2.701075,53.790761,0.0 -2.700166,53.790608,0.0 -2.700241,53.790325,0.0 -2.699648,53.790448,0.0 -2.698609,53.789636,0.0 -2.696631,53.789803,0.0 -2.695838,53.791078,0.0 -2.696336,53.791315,0.0 -2.696224,53.79141,0.0 -2.695955,53.792045,0.0 -2.696529,53.792788,0.0 -2.697874,53.792839,0.0 -2.695814,53.794596,0.0 -2.694738,53.794688,0.0
</div>",E01025300,Preston 004D,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-2.694738,53.794688,0.0 -2.694169,53.79413,0.0 -2.693367,53.79422,0.0 -2.686907,53.789508,0.0 -2.686197,53.789321,0.0 -2.686076,53.789116,0.0 -2.685839,53.788603,0.0 -2.686468,53.788476,0.0 -2.68712,53.787715,0.0 -2.68929,53.787835,0.0 -2.689793,53.786914,0.0 -2.691491,53.786195,0.0 -2.692917,53.786355,0.0 -2.695504,53.784842,0.0 -2.696402,53.783814,0.0 -2.697031,53.783673,0.0 -2.696877,53.784948,0.0 -2.698434,53.786907,0.0 -2.701084,53.789148,0.0 -2.703007,53.788738,0.0 -2.7051,53.788377,0.0 -2.706838,53.787984,0.0 -2.707367,53.787815,0.0 -2.707816,53.788217,0.0 -2.708654,53.788978,0.0 -2.709199,53.790946,0.0 -2.709196,53.792157,0.0 -2.708206,53.792299,0.0 -2.708113,53.791983,0.0 -2.707671,53.792022,0.0 -2.707718,53.792327,0.0 -2.706454,53.792148,0.0 -2.70584,53.792744,0.0 -2.704877,53.792365,0.0 -2.703617,53.792574,0.0 -2.703037,53.792785,0.0 -2.703157,53.793197,0.0 -2.702411,53.793441,0.0 -2.700826,53.793764,0.0 -2.700509,53.793561,0.0 -2.701229,53.793096,0.0 -2.700445,53.792238,0.0 -2.701498,53.791454,0.0 -2.701177,53.790943,0.0 -2.701075,53.790761,0.0 -2.700166,53.790608,0.0 -2.700241,53.790325,0.0 -2.699648,53.790448,0.0 -2.698609,53.789636,0.0 -2.696631,53.789803,0.0 -2.695838,53.791078,0.0 -2.696336,53.791315,0.0 -2.696224,53.79141,0.0 -2.695955,53.792045,0.0 -2.696529,53.792788,0.0 -2.697874,53.792839,0.0 -2.695814,53.794596,0.0 -2.694738,53.794688,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
"<div class=""googft-info-window"" style=""font-family:sans-serif"">
<b>LSOA_CODE:</b> E01025301<br>
<b>LSOA_NAME:</b> Preston 003E<br>
<b>geometry:</b> -2.696588,53.798462,0.0 -2.697828,53.796923,0.0 -2.698258,53.796668,0.0 -2.699603,53.797077,0.0 -2.699487,53.795903,0.0 -2.700732,53.795565,0.0 -2.701897,53.795908,0.0 -2.702802,53.795668,0.0 -2.703106,53.796173,0.0 -2.703639,53.796764,0.0 -2.704852,53.796323,0.0 -2.703897,53.79568,0.0 -2.705504,53.795446,0.0 -2.705661,53.795796,0.0 -2.706059,53.795706,0.0 -2.706009,53.796083,0.0 -2.706956,53.796084,0.0 -2.707455,53.796211,0.0 -2.707155,53.79641,0.0 -2.70777,53.796684,0.0 -2.707698,53.797001,0.0 -2.705935,53.797305,0.0 -2.706109,53.79764,0.0 -2.704681,53.797917,0.0 -2.704848,53.798275,0.0 -2.703454,53.798474,0.0 -2.700967,53.798884,0.0 -2.698704,53.799457,0.0 -2.698128,53.799484,0.0 -2.698152,53.799124,0.0 -2.696588,53.798462,0.0
</div>",E01025301,Preston 003E,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-2.696588,53.798462,0.0 -2.697828,53.796923,0.0 -2.698258,53.796668,0.0 -2.699603,53.797077,0.0 -2.699487,53.795903,0.0 -2.700732,53.795565,0.0 -2.701897,53.795908,0.0 -2.702802,53.795668,0.0 -2.703106,53.796173,0.0 -2.703639,53.796764,0.0 -2.704852,53.796323,0.0 -2.703897,53.79568,0.0 -2.705504,53.795446,0.0 -2.705661,53.795796,0.0 -2.706059,53.795706,0.0 -2.706009,53.796083,0.0 -2.706956,53.796084,0.0 -2.707455,53.796211,0.0 -2.707155,53.79641,0.0 -2.70777,53.796684,0.0 -2.707698,53.797001,0.0 -2.705935,53.797305,0.0 -2.706109,53.79764,0.0 -2.704681,53.797917,0.0 -2.704848,53.798275,0.0 -2.703454,53.798474,0.0 -2.700967,53.798884,0.0 -2.698704,53.799457,0.0 -2.698128,53.799484,0.0 -2.698152,53.799124,0.0 -2.696588,53.798462,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
"<div class=""googft-info-window"" style=""font-family:sans-serif"">
<b>LSOA_CODE:</b> E01025302<br>
<b>LSOA_NAME:</b> Preston 003F<br>
<b>geometry:</b> -2.706109,53.79764,0.0 -2.705935,53.797305,0.0 -2.707698,53.797001,0.0 -2.70777,53.796684,0.0 -2.707155,53.79641,0.0 -2.707455,53.796211,0.0 -2.706956,53.796084,0.0 -2.706009,53.796083,0.0 -2.706059,53.795706,0.0 -2.705661,53.795796,0.0 -2.705504,53.795446,0.0 -2.703897,53.79568,0.0 -2.704852,53.796323,0.0 -2.703639,53.796764,0.0 -2.703106,53.796173,0.0 -2.702802,53.795668,0.0 -2.701897,53.795908,0.0 -2.700732,53.795565,0.0 -2.702663,53.794827,0.0 -2.702527,53.79445,0.0 -2.701956,53.794467,0.0 -2.701501,53.794057,0.0 -2.702468,53.793742,0.0 -2.702411,53.793441,0.0 -2.703157,53.793197,0.0 -2.703037,53.792785,0.0 -2.703617,53.792574,0.0 -2.703711,53.793044,0.0 -2.704213,53.79303,0.0 -2.704019,53.793585,0.0 -2.704495,53.793563,0.0 -2.704285,53.793957,0.0 -2.705902,53.793938,0.0 -2.705643,53.79334,0.0 -2.706362,53.793076,0.0 -2.70703,53.793963,0.0 -2.705068,53.794695,0.0 -2.705202,53.795151,0.0 -2.70546,53.794968,0.0 -2.70766,53.795776,0.0 -2.708097,53.795691,0.0 -2.707946,53.795441,0.0 -2.709416,53.795143,0.0 -2.710644,53.795119,0.0 -2.710611,53.795558,0.0 -2.710845,53.796234,0.0 -2.71133,53.796187,0.0 -2.712218,53.795331,0.0 -2.712273,53.794347,0.0 -2.711191,53.793969,0.0 -2.713556,53.793705,0.0 -2.713454,53.79323,0.0 -2.713988,53.793187,0.0 -2.714058,53.794132,0.0 -2.714281,53.796128,0.0 -2.715311,53.797847,0.0 -2.711369,53.798234,0.0 -2.709784,53.79758,0.0 -2.708897,53.797582,0.0 -2.704848,53.798275,0.0 -2.704681,53.797917,0.0 -2.706109,53.79764,0.0
</div>",E01025302,Preston 003F,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-2.706109,53.79764,0.0 -2.705935,53.797305,0.0 -2.707698,53.797001,0.0 -2.70777,53.796684,0.0 -2.707155,53.79641,0.0 -2.707455,53.796211,0.0 -2.706956,53.796084,0.0 -2.706009,53.796083,0.0 -2.706059,53.795706,0.0 -2.705661,53.795796,0.0 -2.705504,53.795446,0.0 -2.703897,53.79568,0.0 -2.704852,53.796323,0.0 -2.703639,53.796764,0.0 -2.703106,53.796173,0.0 -2.702802,53.795668,0.0 -2.701897,53.795908,0.0 -2.700732,53.795565,0.0 -2.702663,53.794827,0.0 -2.702527,53.79445,0.0 -2.701956,53.794467,0.0 -2.701501,53.794057,0.0 -2.702468,53.793742,0.0 -2.702411,53.793441,0.0 -2.703157,53.793197,0.0 -2.703037,53.792785,0.0 -2.703617,53.792574,0.0 -2.703711,53.793044,0.0 -2.704213,53.79303,0.0 -2.704019,53.793585,0.0 -2.704495,53.793563,0.0 -2.704285,53.793957,0.0 -2.705902,53.793938,0.0 -2.705643,53.79334,0.0 -2.706362,53.793076,0.0 -2.70703,53.793963,0.0 -2.705068,53.794695,0.0 -2.705202,53.795151,0.0 -2.70546,53.794968,0.0 -2.70766,53.795776,0.0 -2.708097,53.795691,0.0 -2.707946,53.795441,0.0 -2.709416,53.795143,0.0 -2.710644,53.795119,0.0 -2.710611,53.795558,0.0 -2.710845,53.796234,0.0 -2.71133,53.796187,0.0 -2.712218,53.795331,0.0 -2.712273,53.794347,0.0 -2.711191,53.793969,0.0 -2.713556,53.793705,0.0 -2.713454,53.79323,0.0 -2.713988,53.793187,0.0 -2.714058,53.794132,0.0 -2.714281,53.796128,0.0 -2.715311,53.797847,0.0 -2.711369,53.798234,0.0 -2.709784,53.79758,0.0 -2.708897,53.797582,0.0 -2.704848,53.798275,0.0 -2.704681,53.797917,0.0 -2.706109,53.79764,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
